Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Team,MP.1,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Expected_Ast,Expected_xAG,Expected_xA,Expected_A-xAG,Expected_KP,Expected_1/3,Expected_PPA,Expected_CrsPA,Expected_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err
Jhon Durán,co COL,"FW,MF",19.0,23.0,3,475.0,5.3,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,2.0,2.0,0.3,2.3,9.0,9.0,25.0,0.95,0.0,0.95,0.95,0.95,0.38,0.06,0.44,0.38,0.44,Matches,Aston Villa,,,,,,,,,,,,,,,,,5.0,20.0,7.0,35.0,3.79,1.33,0.25,0.71,16.8,0.0,0.0,0.0,2.0,2.0,0.1,3.0,3.0,83.0,121.0,68.6,1095.0,220.0,51.0,69.0,73.9,24.0,29.0,82.8,3.0,5.0,60.0,0.0,0.3,0.2,-0.3,4.0,6.0,1.0,0.0,9.0,117.0,4.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,83.0,0.0,10.0,12.0,2.27,8.0,0.0,1.0,1.0,1.0,1.0,4.0,0.76,1.0,0.0,1.0,0.0,1.0,1.0,6,5,3,1,2,1,6,16.7,5,6,0,6,1,7,10,0
Tim Iroegbunam,eng ENG,MF,20.0,9.0,1,164.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston Villa,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,51.0,55.0,92.7,704.0,229.0,30.0,31.0,96.8,19.0,20.0,95.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,4,2,1,4,9,44.4,5,3,0,3,2,9,3,0
Calum Chambers,eng ENG,"MF,DF",28.0,5.0,1,152.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,5.0,1.0,0.0,0.59,0.59,0.0,0.59,0.0,0.06,0.06,0.0,0.06,Matches,Aston Villa,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,100.0,113.0,88.5,1705.0,512.0,47.0,50.0,94.0,45.0,47.0,95.7,6.0,10.0,60.0,1.0,0.1,0.0,0.9,1.0,2.0,0.0,0.0,5.0,113.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,0,1,0.0,1,2,1,1,2,5,4,0
Leander Dendoncker,be BEL,MF,28.0,8.0,1,119.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.0,3.0,2.0,0.76,0.0,0.76,0.76,0.76,0.56,0.0,0.56,0.56,0.56,Matches,Aston Villa,,,,,,,,,,,,,,,,,1.0,2.0,1.0,50.0,1.51,0.76,0.5,1.0,12.5,0.0,0.0,0.0,0.7,0.7,0.37,0.3,0.3,45.0,56.0,80.4,744.0,139.0,24.0,28.0,85.7,19.0,22.0,86.4,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,2.0,1.51,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.76,0.0,0.0,0.0,0.0,1.0,0.0,6,4,3,2,1,4,5,80.0,1,5,2,3,2,8,3,1
Tyrone Mings,eng ENG,DF,30.0,1.0,1,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches,Aston Villa,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,18.4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,5.0,5.0,100.0,119.0,86.0,0.0,0.0,,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Omari Kellyman,eng ENG,FW,17.0,2.0,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,Aston Villa,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,2.43,0.0,0.0,,20.8,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1,6.0,7.0,85.7,78.0,11.0,4.0,5.0,80.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
Philippe Coutinho,br BRA,"MF,FW",31.0,2.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,Matches,Aston Villa,,,,,,,,,,,,,,,,,0.0,3.0,1.0,33.3,10.8,3.6,0.0,0.0,24.9,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,20.0,24.0,83.3,265.0,63.0,11.0,14.0,78.6,8.0,9.0,88.9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,7.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Bertrand Traoré,bf BFA,"DF,FW",27.0,2.0,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston Villa,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,3.0,66.7,15.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
Cameron Archer,eng ENG,MF,22.0,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston Villa,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,6.0,83.3,42.0,0.0,5.0,6.0,83.3,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kaine Kesler-Hayden,eng ENG,"MF,DF",20.0,3.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston Villa,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Finley Munroe,eng ENG,MF,18.0,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston Villa,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,100.0,16.0,0.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jaden Philogene Bidace,eng ENG,FW,21.0,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston Villa,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,4.0,75.0,27.0,5.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lander Emery,eng ENG,GK,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Gauci,au AUS,GK,23.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filip Marshall,eng ENG,GK,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommi O'Reilly,eng ENG,MF,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sam Proctor,eng ENG,GK,16.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Wright,eng ENG,GK,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kadan Young,eng ENG,MF,17.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliwier Zych,pl POL,GK,19.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guglielmo Vicario,it ITA,GK,26.0,38.0,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Tottenham,,61.0,1.61,167.0,109.0,67.7,20.0,6.0,12.0,7.0,18.4,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1335.0,1569.0,85.1,25924.0,15175.0,445.0,448.0,99.3,748.0,766.0,97.7,133.0,340.0,39.1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,1272.0,292.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1335.0,5.0,1.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,31,2
Pedro Porro,es ESP,DF,23.0,35.0,35,3089.0,34.3,3.0,7.0,10.0,3.0,0.0,0.0,3.0,0.0,2.9,2.9,7.2,10.1,57.0,194.0,158.0,0.09,0.2,0.29,0.09,0.29,0.09,0.21,0.3,0.09,0.3,Matches,Tottenham,,,,,,,,,,,,,,,,,3.0,53.0,12.0,22.6,1.54,0.35,0.06,0.25,21.0,4.0,0.0,0.0,2.9,2.9,0.06,0.1,0.1,1806.0,2369.0,76.2,27440.0,10519.0,1057.0,1171.0,90.3,579.0,745.0,77.7,121.0,297.0,40.7,7.0,7.2,6.0,-0.2,51.0,135.0,48.0,10.0,194.0,1907.0,451.0,56.0,14.0,11.0,198.0,295.0,100.0,36.0,36.0,1.0,1806.0,11.0,68.0,107.0,3.12,66.0,28.0,4.0,5.0,4.0,0.0,12.0,0.35,9.0,3.0,0.0,0.0,0.0,0.0,91,63,43,34,14,62,120,51.7,58,63,18,45,34,125,102,3
Son Heung-min,kr KOR,FW,31.0,35.0,34,2934.0,32.6,17.0,10.0,27.0,15.0,2.0,2.0,1.0,0.0,12.0,10.4,11.8,22.2,119.0,139.0,325.0,0.52,0.31,0.83,0.46,0.77,0.37,0.36,0.73,0.32,0.68,Matches,Tottenham,,,,,,,,,,,,,,,,,17.0,83.0,38.0,45.8,2.55,1.17,0.18,0.39,15.5,0.0,2.0,2.0,12.0,10.4,0.13,5.0,4.6,887.0,1075.0,82.5,12123.0,2822.0,531.0,609.0,87.2,297.0,338.0,87.9,23.0,38.0,60.5,10.0,11.8,8.3,-1.8,68.0,40.0,65.0,2.0,139.0,996.0,75.0,3.0,17.0,2.0,36.0,10.0,3.0,0.0,0.0,0.0,887.0,4.0,36.0,129.0,3.96,108.0,0.0,11.0,6.0,3.0,1.0,17.0,0.52,13.0,0.0,3.0,0.0,1.0,0.0,21,13,6,7,8,10,21,47.6,11,4,1,3,8,29,4,0
Cristian Romero,ar ARG,DF,25.0,33.0,33,2790.0,31.0,5.0,0.0,5.0,5.0,0.0,0.0,7.0,1.0,3.5,3.5,0.4,3.9,32.0,179.0,8.0,0.16,0.0,0.16,0.16,0.16,0.11,0.01,0.13,0.11,0.13,Matches,Tottenham,,,,,,,,,,,,,,,,,5.0,24.0,9.0,37.5,0.77,0.29,0.21,0.56,10.5,0.0,0.0,0.0,3.5,3.5,0.14,1.5,1.5,2390.0,2606.0,91.7,41458.0,16198.0,966.0,1035.0,93.3,1279.0,1341.0,95.4,111.0,158.0,70.3,0.0,0.4,1.5,-0.4,7.0,189.0,14.0,0.0,179.0,2456.0,147.0,123.0,6.0,4.0,3.0,14.0,0.0,0.0,0.0,0.0,2390.0,3.0,24.0,35.0,1.13,28.0,2.0,0.0,3.0,0.0,2.0,2.0,0.06,1.0,0.0,0.0,1.0,0.0,0.0,66,40,35,25,6,32,44,72.7,12,46,22,24,44,110,106,1
Dejan Kulusevski,se SWE,"FW,MF",23.0,36.0,31,2762.0,30.7,8.0,3.0,11.0,8.0,0.0,0.0,7.0,0.0,4.7,4.7,7.7,12.4,151.0,144.0,388.0,0.26,0.1,0.36,0.26,0.36,0.15,0.25,0.4,0.15,0.4,Matches,Tottenham,,,,,,,,,,,,,,,,,8.0,57.0,23.0,40.4,1.86,0.75,0.14,0.35,15.7,0.0,0.0,0.0,4.7,4.7,0.08,3.3,3.3,953.0,1234.0,77.2,13509.0,3584.0,610.0,700.0,87.1,279.0,363.0,76.9,39.0,72.0,54.2,3.0,7.7,6.7,-4.7,66.0,55.0,73.0,19.0,144.0,1185.0,42.0,8.0,12.0,6.0,89.0,6.0,24.0,6.0,0.0,0.0,953.0,7.0,55.0,127.0,4.14,104.0,1.0,9.0,11.0,0.0,2.0,8.0,0.26,6.0,0.0,1.0,0.0,0.0,1.0,62,33,19,20,23,25,67,37.3,42,24,1,23,18,80,2,1
Destiny Udogie,it ITA,DF,20.0,28.0,28,2391.0,26.6,2.0,3.0,5.0,2.0,0.0,0.0,7.0,1.0,2.4,2.4,2.2,4.6,83.0,155.0,138.0,0.08,0.11,0.19,0.08,0.19,0.09,0.08,0.17,0.09,0.17,Matches,Tottenham,,,,,,,,,,,,,,,,,2.0,9.0,5.0,55.6,0.34,0.19,0.22,0.4,10.1,0.0,0.0,0.0,2.4,2.4,0.27,-0.4,-0.4,1235.0,1440.0,85.8,16731.0,5145.0,775.0,844.0,91.8,400.0,460.0,87.0,19.0,33.0,57.6,3.0,2.2,2.0,0.8,24.0,115.0,13.0,0.0,155.0,1212.0,225.0,24.0,0.0,0.0,22.0,201.0,0.0,0.0,0.0,0.0,1235.0,3.0,42.0,57.0,2.15,51.0,0.0,4.0,2.0,0.0,0.0,7.0,0.26,6.0,0.0,0.0,1.0,0.0,0.0,68,33,41,16,11,27,49,55.1,22,27,8,19,37,105,80,5
Micky van de Ven,nl NED,DF,22.0,27.0,27,2339.0,26.0,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.6,0.6,0.0,0.6,19.0,108.0,9.0,0.12,0.0,0.12,0.12,0.12,0.02,0.0,0.02,0.02,0.02,Matches,Tottenham,,,,,,,,,,,,,,,,,3.0,8.0,3.0,37.5,0.31,0.12,0.38,1.0,16.0,0.0,0.0,0.0,0.6,0.6,0.08,2.4,2.4,1698.0,1810.0,93.8,29840.0,10172.0,674.0,698.0,96.6,894.0,941.0,95.0,99.0,124.0,79.8,0.0,0.0,0.3,0.0,1.0,121.0,3.0,0.0,108.0,1707.0,100.0,48.0,0.0,1.0,3.0,21.0,0.0,0.0,0.0,0.0,1698.0,3.0,5.0,11.0,0.42,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04,0.0,0.0,1.0,0.0,0.0,0.0,49,35,34,12,3,24,33,72.7,9,25,15,10,18,67,78,1
Pape Matar Sarr,sn SEN,MF,20.0,34.0,27,2069.0,23.0,3.0,3.0,6.0,3.0,0.0,0.0,9.0,0.0,3.4,3.4,2.2,5.7,43.0,150.0,90.0,0.13,0.13,0.26,0.13,0.26,0.15,0.1,0.25,0.15,0.25,Matches,Tottenham,,,,,,,,,,,,,,,,,3.0,36.0,13.0,36.1,1.57,0.57,0.08,0.23,17.6,0.0,0.0,0.0,3.4,3.4,0.1,-0.4,-0.4,1179.0,1349.0,87.4,17118.0,4177.0,662.0,718.0,92.2,402.0,453.0,88.7,52.0,77.0,67.5,3.0,2.2,2.1,0.8,20.0,108.0,23.0,4.0,150.0,1329.0,18.0,5.0,6.0,3.0,25.0,9.0,1.0,0.0,0.0,0.0,1179.0,2.0,27.0,52.0,2.26,43.0,0.0,0.0,3.0,2.0,4.0,7.0,0.3,6.0,0.0,0.0,1.0,0.0,0.0,34,24,11,17,6,15,36,41.7,21,21,5,16,31,65,28,1
James Maddison,eng ENG,MF,26.0,28.0,26,2135.0,23.7,4.0,9.0,13.0,4.0,0.0,0.0,5.0,0.0,6.4,6.4,5.9,12.4,58.0,224.0,156.0,0.17,0.38,0.55,0.17,0.55,0.27,0.25,0.52,0.27,0.52,Matches,Tottenham,,,,,,,,,,,,,,,,,4.0,58.0,23.0,39.7,2.44,0.97,0.07,0.17,19.2,3.0,0.0,0.0,6.4,6.4,0.11,-2.4,-2.4,1210.0,1500.0,80.7,19513.0,6251.0,631.0,684.0,92.3,457.0,557.0,82.0,94.0,180.0,52.2,9.0,5.9,6.3,3.1,67.0,130.0,59.0,3.0,224.0,1322.0,167.0,59.0,14.0,6.0,133.0,10.0,96.0,45.0,34.0,0.0,1210.0,11.0,30.0,161.0,6.79,110.0,22.0,10.0,6.0,10.0,3.0,19.0,0.8,13.0,1.0,2.0,1.0,1.0,1.0,33,19,5,18,10,15,29,51.7,14,15,3,12,13,46,10,1
Yves Bissouma,ml MLI,MF,26.0,28.0,26,2068.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.4,1.4,0.4,1.8,43.0,169.0,13.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches,Tottenham,,,,,,,,,,,,,,,,,0.0,24.0,5.0,20.8,1.04,0.22,0.0,0.0,25.0,1.0,0.0,0.0,1.4,1.4,0.06,-1.4,-1.4,1689.0,1842.0,91.7,25078.0,7214.0,948.0,1006.0,94.2,607.0,651.0,93.2,68.0,84.0,81.0,0.0,0.4,1.7,-0.4,11.0,156.0,12.0,0.0,169.0,1787.0,51.0,48.0,3.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1689.0,4.0,19.0,44.0,1.91,35.0,2.0,3.0,0.0,0.0,4.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,80,52,32,36,12,41,61,67.2,20,28,5,23,37,117,43,3
Brennan Johnson,wls WAL,FW,22.0,32.0,23,2085.0,23.2,5.0,10.0,15.0,5.0,0.0,0.0,3.0,0.0,10.3,10.3,8.1,18.3,97.0,72.0,293.0,0.22,0.43,0.65,0.22,0.65,0.44,0.35,0.79,0.44,0.79,Matches,Tottenham,,,,,,,,,,,,,,,,,5.0,50.0,19.0,38.0,2.16,0.82,0.1,0.26,12.9,0.0,0.0,0.0,10.3,10.3,0.21,-5.3,-5.3,519.0,728.0,71.3,7315.0,1778.0,333.0,405.0,82.2,158.0,217.0,72.8,15.0,45.0,33.3,10.0,8.1,4.5,1.9,45.0,32.0,39.0,10.0,72.0,710.0,14.0,0.0,0.0,1.0,68.0,13.0,0.0,0.0,0.0,0.0,519.0,4.0,37.0,70.0,3.02,55.0,0.0,4.0,6.0,3.0,2.0,13.0,0.56,11.0,0.0,0.0,1.0,0.0,1.0,26,15,14,5,7,12,31,38.7,19,37,1,36,10,36,12,1
Richarlison,br BRA,FW,26.0,28.0,18,1491.0,16.6,11.0,4.0,15.0,11.0,0.0,0.0,3.0,0.0,9.6,9.6,2.1,11.7,26.0,38.0,106.0,0.66,0.24,0.91,0.66,0.91,0.58,0.13,0.7,0.58,0.7,Matches,Tottenham,,,,,,,,,,,,,,,,,11.0,62.0,25.0,40.3,3.74,1.51,0.18,0.44,12.9,0.0,0.0,0.0,9.6,9.6,0.15,1.4,1.4,267.0,392.0,68.1,3761.0,956.0,153.0,193.0,79.3,85.0,119.0,71.4,10.0,15.0,66.7,4.0,2.1,1.4,1.9,15.0,21.0,13.0,1.0,38.0,360.0,29.0,3.0,2.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,267.0,3.0,25.0,34.0,2.05,23.0,0.0,3.0,5.0,2.0,1.0,5.0,0.3,5.0,0.0,0.0,0.0,0.0,0.0,16,11,4,8,4,2,10,20.0,8,32,6,26,8,24,23,0
